"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0006082"	224	105	4	-1.27	0.86	0.94	"organic acid metabolic process"	"biological_process"	" 3"	"PF13691,PF00707,PF02112,PF13520"
"GO:0090407"	194	105	3	-1.37	0.88	0.95	"organophosphate biosynthetic process"	"biological_process"	" 4"	"PF00620,PF02065,PF01522"
"GO:1901566"	378	105	8	-1.31	0.88	0.95	"organonitrogen compound biosynthetic process"	"biological_process"	" 4"	"PF00348,PF07964,PF00444,PF00707,PF15469,PF02065,PF01522,PF13520"
"GO:0016043"	472	105	10	-1.49	0.92	0.98	"cellular component organization"	"biological_process"	" 2"	"PF04882,PF00158,PF00172,PF02671,PF01135,PF13971,PF03542,PF00566,PF10297,PF04568"
"GO:0019637"	262	105	4	-1.63	0.94	0.98	"organophosphate metabolic process"	"biological_process"	" 3"	"PF00620,PF00654,PF02065,PF01522"
"GO:0006796"	262	105	4	-1.63	0.94	0.98	"phosphate-containing compound metabolic process"	"biological_process"	" 4"	"PF00620,PF00654,PF02065,PF01522"
"GO:0009987"	2428	105	71	-1.75	0.95	0.98	"cellular process"	"biological_process"	" 1"	"PF00158,PF00171,PF00172,PF00175,PF00225,PF06087,PF00245,PF13691,PF02550,PF07859,PF02627,PF03171,PF00262,PF00266,PF00326,PF00348,PF07964,PF07955,PF02671,PF02744,PF00444,PF06333,PF01035,PF08675,PF06309,PF00465,PF01087,PF09302,PF01078,PF06437,PF01135,PF00501,PF04082,PF13971,PF03542,PF00566,PF00578,PF00620,PF04106,PF09497,PF00654,PF01266,PF00710,PF00707,PF01412,PF15469,PF05023,PF00884,PF05014,PF02065,PF01522,PF00930,PF01513,PF04493,PF02112,PF00909,PF02137,PF10297,PF08038,PF12658,PF04568,PF10417,PF08240,PF08241,PF07722,PF07714,PF13520,PF00069,PF04828,PF05496,PF04856"
"GO:0051704"	236	105	3	-1.77	0.95	0.98	"multi-organism process"	"biological_process"	" 1"	"PF04082,PF01513,PF08038"
"GO:0006793"	280	105	4	-1.79	0.96	0.98	"phosphorus metabolic process"	"biological_process"	" 3"	"PF00620,PF00654,PF02065,PF01522"
"GO:0071840"	578	105	11	-2	0.97	0.98	"cellular component organization or biogenesis"	"biological_process"	" 1"	"PF04882,PF00158,PF00172,PF02671,PF00444,PF01135,PF13971,PF03542,PF00566,PF10297,PF04568"
"GO:0044763"	1087	105	26	-1.94	0.97	0.98	"single-organism cellular process"	"biological_process"	" 2"	"PF00158,PF00171,PF00172,PF00245,PF02550,PF07859,PF00266,PF02671,PF00444,PF06333,PF08675,PF01078,PF01135,PF00501,PF13971,PF00566,PF09497,PF05023,PF00884,PF01513,PF10297,PF12658,PF04568,PF08241,PF04828,PF05496"
"GO:0044281"	419	105	7	-1.94	0.97	0.98	"small molecule metabolic process"	"biological_process"	" 3"	"PF13691,PF00262,PF07964,PF00654,PF00707,PF02112,PF13520"
"GO:1901564"	545	105	9	-2.3	0.99	0.99	"organonitrogen compound metabolic process"	"biological_process"	" 3"	"PF00348,PF07964,PF00444,PF00707,PF15469,PF02065,PF01522,PF02112,PF13520"
